symbol,id,current_price,previous_price,price_change_pct,weight_ratio,contribution
BTC,bitcoin,66602.625,68078.5546875,-2.16798034898793,0.3,-442.77890625
SOL,solana,79.28437042236328,81.19525909423828,-2.3534485796235405,0.02333333333333333,-0.04458740234374999
BCH,bitcoin-cash,444.5115051269531,454.3115539550781,-2.157120756187947,0.02333333333333333,-0.2286678059895833
DOGE,dogecoin,0.09121037274599075,0.09219100326299667,-1.0636943761295647,0.02333333333333333,-2.288137873013814e-05
AVAX,avalanche-2,8.88946533203125,9.12394905090332,-2.569980581476994,0.02333333333333333,-0.00547128677368164
TON,toncoin,1.2502533197402954,1.2351399660110474,1.2236146627217837,0.02333333333333333,0.00035264492034912107
HBAR,hedera-hashgraph,0.08940515667200089,0.08845599740743637,1.0730298593464527,0.02333333333333333,2.2147049506505327e-05
USDC,usd-coin,0.9998940825462341,0.999888002872467,0.0006080354749249395,0.02333333333333333,1.4185905456542968e-07
HYPE,hyperliquid,35.419151306152344,35.97574996948242,-1.5471495765959853,0.02333333333333333,-0.012987302144368489
LTC,litecoin,52.906558990478516,53.80585479736328,-1.6713716569908166,0.02333333333333333,-0.020983568827311196
SUI,sui,0.8678303360939026,0.8817179799079895,-1.5750664192575647,0.02333333333333333,-0.00032404502232869463
ETH,ethereum,2056.99365234375,2138.737060546875,-3.822041040529933,0.2,-16.348681640625
LINK,chainlink,8.682953834533691,8.9378023147583,-2.851355078684137,0.02333333333333333,-0.0059464645385742185
BNB,binancecoin,586.6761474609375,610.6229858398438,-3.9217060173340923,0.05,-1.1973419189453125
SHIB,shiba-inu,5.981984031677712e-06,6.000000212225132e-06,-0.3002696651695391,0.02333333333333333,-4.2037754610646514e-10
USDT,tether,0.9999409914016724,0.9998000264167786,0.01409931798050934,0.05,7.048249244689941e-06
XRP,ripple,1.3190009593963623,1.3477660417556763,-2.1342786112820367,0.05,-0.0014382541179656983
TRX,tron,0.315166175365448,0.3156619966030121,-0.15707346557388702,0.02333333333333333,-1.1569162209828693e-05
XLM,stellar,0.16578227281570435,0.16925300657749176,-2.0506186755378852,0.02333333333333333,-8.098378777503967e-05
ADA,cardano,0.24428579211235046,0.2480580061674118,-1.520698369443274,0.02333333333333333,-8.801832795143127e-05
